identifier	lang_code	language	n_transcribed	dom_script	ipa_density	ipa_char_ratio	nonascii_ratio	americanist_ratio	transcription_system
rosettaproject_tbo_swadesh-1	tbo	Tawala	182	Latin	0.005	0.001	0.001	0.0	plain_ascii
rosettaproject_tbp_swadesh-1	tbp	Diebroud	59	Latin	0.017	0.004	0.017	0.0	latin_diacritic
rosettaproject_tbr_swadesh-1	tbr	Tumtum	306	Latin	0.778	0.265	0.469	0.001	ipa_dense
rosettaproject_tbs_swadesh-1	tbs	Tanguat	18	Latin	0.167	0.037	0.072	0.0	light_ipa
rosettaproject_tbv_swadesh-1	tbv	Tobo	208	Latin	0.178	0.047	0.094	0.0	light_ipa
rosettaproject_tby_swadesh-1	tby	Tabaru	171	Latin	0.0	0.0	0.013	0.002	latin_diacritic
rosettaproject_tcg_swadesh-1	tcg	Tamagario	178	Latin	0.045	0.009	0.013	0.0	latin_diacritic
rosettaproject_tcm_swadesh-1	tcm	Tanahmerah	205	Latin	0.005	0.001	0.002	0.0	plain_ascii
rosettaproject_tcq_swadesh-1	tcq	Kaiy	199	Latin	0.01	0.003	0.003	0.0	plain_ascii
rosettaproject_tcx_swadesh-1	tcx	Toda	85	Latin	0.153	0.052	0.312	0.02	light_ipa
rosettaproject_tcy_swadesh-1	tcy	Tulu	104	Latin	0.0	0.0	0.144	0.0	latin_diacritic
rosettaproject_tdr_swadesh-1	tdr	Todrah	95	Latin	0.453	0.13	0.163	0.0	ipa_dense
rosettaproject_tds_swadesh-1	tds	Doutai	315	Latin	0.206	0.045	0.053	0.006	light_ipa
rosettaproject_tei_swadesh-1	tei	Torricelli	219	Latin	0.721	0.29	0.322	0.002	ipa_dense
rosettaproject_tel_swadesh-1	tel	Telugu	147	Latin	0.0	0.0	0.086	0.0	latin_diacritic
rosettaproject_tem_swadesh-1	tem	Themne	447	Latin	0.685	0.226	0.404	0.007	ipa_dense
rosettaproject_teo_swadesh-1	teo	Teso	6	Latin	0.667	0.235	0.638	0.0	ipa_dense
rosettaproject_teq_swadesh-1	teq	Temein	93	Latin	0.731	0.264	0.399	0.007	ipa_dense
rosettaproject_teu_swadesh-1	teu	Soo	103	Latin	0.379	0.132	0.198	0.029	ipa_dense
rosettaproject_tey_swadesh-1	tey	Tulishi	299	Latin	0.686	0.231	0.439	0.0	ipa_dense
rosettaproject_tgl_swadesh-2	tgl	Tagalog	293	Latin	0.123	0.025	0.088	0.0	light_ipa
rosettaproject_tgu_swadesh-1	tgu	Tanggu	110	Latin	0.018	0.003	0.081	0.0	latin_diacritic
rosettaproject_tha_swadesh-1	tha	Thai	433	Latin	0.0	0.0	0.389	0.0	native:Thai
rosettaproject_thd_swadesh-1	thd	Thayore	59	Latin	0.271	0.062	0.158	0.0	ipa_dense
rosettaproject_thv_swadesh-1	thv	Tamahaq, Tahaggart	298	Latin	0.047	0.012	0.086	0.044	americanist
rosettaproject_tic_swadesh-1	tic	Tira	178	Latin	0.584	0.232	0.58	0.014	ipa_dense
rosettaproject_tif_swadesh-1	tif	Tifal	51	Latin	0.0	0.0	0.017	0.0	latin_diacritic
rosettaproject_tim_swadesh-1	tim	Timbe	234	Latin	0.299	0.092	0.168	0.0	ipa_dense
rosettaproject_tin_swadesh-1	tin	Tindi	112	Latin	0.25	0.064	0.202	0.029	ipa_dense
rosettaproject_tiw_swadesh-1	tiw	Tiwi	520	Latin	0.462	0.098	0.195	0.0	ipa_dense
rosettaproject_tlb_swadesh-1	tlb	Tobelo	416	Latin	0.024	0.004	0.018	0.0	latin_diacritic
rosettaproject_tlf_swadesh-1	tlf	Telefol	231	Latin	0.004	0.001	0.117	0.0	latin_diacritic
rosettaproject_tlg_swadesh-1	tlg	Tofanma	128	Latin	0.023	0.004	0.008	0.0	plain_ascii
rosettaproject_tlo_swadesh-1	tlo	Talodi	206	Latin	0.694	0.227	0.585	0.038	ipa_dense
rosettaproject_tma_swadesh-1	tma	Tama	55	Latin	0.273	0.078	0.344	0.019	ipa_dense
rosettaproject_tmd_swadesh-1	tmd	Haruai	344	Latin	0.256	0.073	0.203	0.005	ipa_dense
rosettaproject_tmj_swadesh-1	tmj	Samarokena	199	Latin	0.141	0.029	0.029	0.0	light_ipa
rosettaproject_tnk_swadesh-1	tnk	Kwamera	182	Latin	0.473	0.119	0.125	0.0	ipa_dense
rosettaproject_tnm_swadesh-1	tnm	Tabla	662	Latin	0.085	0.023	0.056	0.0	light_ipa
rosettaproject_tnn_swadesh-1	tnn	Tanna, North	184	Latin	0.457	0.112	0.148	0.0	ipa_dense
rosettaproject_tof_swadesh-1	tof	Gizrra	411	Latin	0.338	0.101	0.144	0.0	ipa_dense
rosettaproject_ton_swadesh-1	ton	Tongan	185	Latin	0.222	0.052	0.098	0.0	light_ipa
rosettaproject_tpi_swadesh-1	tpi	Tok Pisin	206	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_tqo_swadesh-1	tqo	Toaripi	1062	Latin	0.068	0.014	0.034	0.004	light_ipa
rosettaproject_tqu_swadesh-1	tqu	Touo	683	Latin	0.315	0.079	0.088	0.0	ipa_dense
rosettaproject_trt_swadesh-1	trt	Tunggare	465	Latin	0.305	0.08	0.077	0.002	ipa_dense
rosettaproject_tsu_swadesh-1	tsu	Tsou	180	Latin	0.406	0.12	0.195	0.0	ipa_dense
rosettaproject_tsx_swadesh-1	tsx	Mubami	302	Latin	0.066	0.012	0.023	0.001	light_ipa
rosettaproject_ttd_swadesh-1	ttd	Tauade	272	Latin	0.026	0.007	0.007	0.0	plain_ascii
rosettaproject_ttn_swadesh-1	ttn	Towei	105	Latin	0.029	0.006	0.011	0.0	latin_diacritic
rosettaproject_ttr_swadesh-1	ttr	Tera	69	Latin	0.493	0.196	0.223	0.0	ipa_dense
rosettaproject_tty_swadesh-1	tty	Sikaritai	424	Latin	0.12	0.028	0.072	0.013	light_ipa
rosettaproject_tuh_swadesh-1	tuh	Taulil	363	Latin	0.061	0.013	0.02	0.0	light_ipa
rosettaproject_tuq_swadesh-1	tuq	Tedaga	463	Latin	0.35	0.098	0.213	0.025	ipa_dense
rosettaproject_tur_swadesh-1	tur	Turkish	241	Latin	0.0	0.0	0.122	0.0	latin_diacritic
rosettaproject_tuv_swadesh-1	tuv	Turkana	103	Latin	0.835	0.307	0.425	0.016	ipa_dense
rosettaproject_tvo_swadesh-1	tvo	Tidore	509	Latin	0.191	0.05	0.092	0.015	light_ipa
rosettaproject_twe_swadesh-1	twe	Tewa	386	Latin	0.148	0.043	0.101	0.001	light_ipa
rosettaproject_tww_swadesh-1	tww	Tuwari	162	Latin	0.698	0.238	0.225	0.0	ipa_dense
rosettaproject_txt_swadesh-1	txt	Citak	291	Latin	0.007	0.003	0.044	0.0	latin_diacritic
rosettaproject_typ_swadesh-1	typ	Thaypan	109	Latin	0.193	0.053	0.184	0.0	light_ipa
rosettaproject_tzm_swadesh-1	tzm	Tamazight, Central Atlas	26	Latin	0.5	0.136	0.191	0.036	ipa_dense
rosettaproject_tzx_swadesh-1	tzx	Tabriak	55	Latin	0.109	0.028	0.106	0.0	light_ipa
rosettaproject_uar_swadesh-1	uar	Tairuma	333	Latin	0.042	0.007	0.019	0.0	latin_diacritic
rosettaproject_ubu_swadesh-1	ubu	Umbu-Ungu	183	Latin	0.12	0.022	0.068	0.015	light_ipa
rosettaproject_udu_swadesh-1	udu	Uduk	199	Latin	0.432	0.133	0.323	0.054	ipa_dense
rosettaproject_ufi_swadesh-1	ufi	Ufim	50	Latin	0.3	0.082	0.129	0.0	ipa_dense
rosettaproject_uhn_swadesh-1	uhn	Damal	276	Latin	0.004	0.001	0.093	0.0	latin_diacritic
rosettaproject_ukg_swadesh-1	ukg	Ukuriguma	339	Latin	0.227	0.055	0.07	0.0	light_ipa
rosettaproject_ulf_swadesh-1	ulf	Usku	126	Latin	0.016	0.003	0.011	0.0	latin_diacritic
rosettaproject_ulk_swadesh-1	ulk	Meriam	99	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_umd_swadesh-1	umd	Umbindhamu	1	Latin	1.0	0.2	0.286	0.0	ipa_dense
rosettaproject_umg_swadesh-1	umg	Umbuygamu	16	Latin	0.188	0.049	0.119	0.0	light_ipa
rosettaproject_umr_swadesh-1	umr	Umbugarla	223	Latin	0.498	0.117	0.201	0.0	ipa_dense
rosettaproject_ung_swadesh-1	ung	Ngarinyin	646	Latin	0.291	0.055	0.111	0.0	ipa_dense
rosettaproject_unp_swadesh-1	unp	Worora	17	Latin	0.471	0.097	0.118	0.0	ipa_dense
rosettaproject_urc_swadesh-1	urc	Urningangg	236	Latin	0.398	0.074	0.151	0.0	ipa_dense
rosettaproject_urd_swadesh-1	urd	Urdu	200	Latin	0.0	0.0	0.021	0.0	latin_diacritic
rosettaproject_urf_swadesh-1	urf	Uradhi	66	Latin	0.061	0.014	0.081	0.0	light_ipa
rosettaproject_urg_swadesh-1	urg	Urigina	383	Latin	0.243	0.068	0.095	0.0	light_ipa
rosettaproject_uri_swadesh-1	uri	Urim	303	Latin	0.488	0.112	0.156	0.0	ipa_dense
rosettaproject_urw_swadesh-1	urw	Sop	407	Latin	0.251	0.073	0.1	0.0	ipa_dense
rosettaproject_urx_swadesh-1	urx	Urimo	467	Latin	0.456	0.111	0.137	0.002	ipa_dense
rosettaproject_ury_swadesh-1	ury	Orya	838	Latin	0.121	0.024	0.05	0.003	light_ipa
rosettaproject_usa_swadesh-1	usa	Usarufa	59	Latin	0.0	0.0	0.205	0.0	latin_diacritic
rosettaproject_usu_swadesh-1	usu	Uya	363	Latin	0.289	0.1	0.114	0.0	ipa_dense
rosettaproject_utu_swadesh-1	utu	Utu	362	Latin	0.293	0.088	0.094	0.001	ipa_dense
rosettaproject_uvh_swadesh-1	uvh	Uri	52	Latin	0.404	0.14	0.2	0.0	ipa_dense
rosettaproject_uwa_swadesh-1	uwa	Kuku-Uwanh	246	Latin	0.301	0.055	0.164	0.0	ipa_dense
rosettaproject_vam_swadesh-1	vam	Vanimo	288	Latin	0.399	0.162	0.3	0.0	ipa_dense
rosettaproject_van_swadesh-1	van	Valman	144	Latin	0.118	0.028	0.076	0.001	light_ipa
rosettaproject_vie_swadesh-1	vie	Vietnamese	100	Latin	0.0	0.0	0.074	0.0	latin_diacritic
rosettaproject_vmi_swadesh-1	vmi	Miwa	18	Latin	0.5	0.136	0.2	0.0	ipa_dense
rosettaproject_wal_swadesh-1	wal	Wolaytta	152	Latin	0.316	0.097	0.168	0.029	ipa_dense
rosettaproject_wax_swadesh-1	wax	Marangis	57	Latin	0.018	0.004	0.097	0.0	latin_diacritic
rosettaproject_wba_swadesh-1	wba	Warao	129	Latin	0.016	0.004	0.025	0.0	latin_diacritic
rosettaproject_wbe_swadesh-1	wbe	Waritai	300	Latin	0.233	0.056	0.06	0.0	light_ipa
rosettaproject_wbj_swadesh-1	wbj	Alagwa	182	Latin	0.374	0.082	0.135	0.001	ipa_dense
rosettaproject_wbp_swadesh-1	wbp	Warlpiri	113	Latin	0.442	0.095	0.146	0.0	ipa_dense
rosettaproject_wbv_swadesh-1	wbv	Wajarri	264	Latin	0.038	0.008	0.184	0.0	latin_diacritic
rosettaproject_wdg_swadesh-1	wdg	Wadaginam	374	Latin	0.374	0.1	0.178	0.0	ipa_dense
rosettaproject_wdj_swadesh-1	wdj	Wadjiginy	179	Latin	0.497	0.12	0.196	0.0	ipa_dense
rosettaproject_wer_swadesh-1	wer	Weri	79	Latin	0.506	0.163	0.196	0.0	ipa_dense
rosettaproject_wfg_swadesh-1	wfg	Zorop	310	Latin	0.113	0.024	0.086	0.007	light_ipa
rosettaproject_wgi_swadesh-1	wgi	Wahgi	342	Latin	0.076	0.013	0.058	0.016	light_ipa
rosettaproject_wgy_swadesh-1	wgy	Warrgamay	369	Latin	0.417	0.098	0.165	0.0	ipa_dense
rosettaproject_wii_swadesh-1	wii	Minidien	63	Latin	0.27	0.057	0.118	0.0	ipa_dense
rosettaproject_wim_swadesh-1	wim	Wik-Mungkan	94	Latin	0.585	0.195	0.275	0.0	ipa_dense
rosettaproject_wiu_swadesh-1	wiu	Wiru	178	Latin	0.0	0.0	0.036	0.0	latin_diacritic
rosettaproject_wka_swadesh-1	wka	Kw'adza	168	Latin	0.262	0.044	0.079	0.001	ipa_dense
rosettaproject_wkw_swadesh-1	wkw	Wakawaka	329	Latin	0.304	0.074	0.135	0.0	ipa_dense
rosettaproject_wla_swadesh-1	wla	Walio	155	Latin	0.406	0.104	0.153	0.0	ipa_dense
rosettaproject_wlg_swadesh-1	wlg	Kunbarlang	233	Latin	0.571	0.142	0.216	0.0	ipa_dense
rosettaproject_wli_swadesh-1	wli	Waioli	82	Latin	0.134	0.032	0.046	0.002	light_ipa
rosettaproject_wlo_swadesh-1	wlo	Wolio	183	Latin	0.213	0.049	0.099	0.012	light_ipa
rosettaproject_wlu_swadesh-1	wlu	Wuliwuli	51	Latin	0.255	0.059	0.148	0.0	ipa_dense
rosettaproject_wlw_swadesh-1	wlw	Walak	127	Latin	0.142	0.052	0.058	0.006	light_ipa
rosettaproject_wmb_swadesh-1	wmb	Wambaya	380	Latin	0.445	0.089	0.181	0.0	ipa_dense
rosettaproject_wmc_swadesh-1	wmc	Wamas	367	Latin	0.278	0.093	0.116	0.003	ipa_dense
rosettaproject_wmo_swadesh-1	wmo	Wom	285	Latin	0.358	0.095	0.108	0.001	ipa_dense
rosettaproject_wms_swadesh-1	wms	Wambon	287	Latin	0.003	0.001	0.009	0.0	plain_ascii
rosettaproject_wmt_swadesh-1	wmt	Walmajarri	29	Latin	0.586	0.105	0.227	0.0	ipa_dense
rosettaproject_wnb_swadesh-1	wnb	Wanambre	366	Latin	0.311	0.077	0.096	0.0	ipa_dense
rosettaproject_wnc_swadesh-1	wnc	Wantoat	188	Latin	0.404	0.102	0.143	0.0	ipa_dense
rosettaproject_wnd_swadesh-1	wnd	Wandarang	519	Latin	0.343	0.06	0.161	0.0	ipa_dense
rosettaproject_wno_swadesh-1	wno	Wano	107	Latin	0.093	0.023	0.04	0.0	light_ipa
rosettaproject_wnp_swadesh-1	wnp	Wanap	83	Latin	0.253	0.061	0.119	0.0	ipa_dense
rosettaproject_wnu_swadesh-1	wnu	Usan	369	Latin	0.325	0.096	0.14	0.0	ipa_dense
rosettaproject_woa_swadesh-1	woa	Tyaraity	135	Latin	0.407	0.098	0.134	0.0	ipa_dense
rosettaproject_wod_swadesh-1	wod	Wolani	116	Latin	0.086	0.019	0.059	0.011	light_ipa
rosettaproject_woe_swadesh-1	woe	Woleaian	179	Latin	0.279	0.077	0.334	0.0	ipa_dense
rosettaproject_wog_swadesh-1	wog	Wogamusin	98	Latin	0.071	0.018	0.035	0.0	light_ipa
rosettaproject_woi_swadesh-1	woi	Kamang	614	Latin	0.134	0.046	0.114	0.0	light_ipa
rosettaproject_wra_swadesh-1	wra	Warapu	201	Latin	0.229	0.054	0.12	0.0	light_ipa
rosettaproject_wrb_swadesh-1	wrb	Warluwara	30	Latin	0.033	0.007	0.141	0.0	latin_diacritic
rosettaproject_wrh_swadesh-1	wrh	Wiradhuri	63	Latin	0.222	0.049	0.158	0.0	light_ipa
rosettaproject_wrn_swadesh-1	wrn	Warnang	158	Latin	0.563	0.203	0.583	0.056	ipa_dense
rosettaproject_wrr_swadesh-1	wrr	Wardaman	354	Latin	0.288	0.056	0.132	0.0	ipa_dense
rosettaproject_wrs_swadesh-1	wrs	Waris	862	Latin	0.078	0.017	0.031	0.001	light_ipa
rosettaproject_wrv_swadesh-1	wrv	Waruna	238	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_wrz_swadesh-1	wrz	Waray	220	Latin	0.077	0.014	0.014	0.0	light_ipa
rosettaproject_wsa_swadesh-1	wsa	Warembori	323	Latin	0.0	0.0	0.002	0.0	plain_ascii
rosettaproject_wsk_swadesh-1	wsk	Waskia	372	Latin	0.234	0.058	0.097	0.0	light_ipa
rosettaproject_wtf_swadesh-1	wtf	Dumpu	326	Latin	0.239	0.075	0.102	0.0	light_ipa
rosettaproject_wti_swadesh-1	wti	Berta	400	Latin	0.307	0.085	0.307	0.024	ipa_dense
rosettaproject_wub_swadesh-1	wub	Wunambal	27	Latin	0.63	0.127	0.212	0.0	ipa_dense
rosettaproject_wul_swadesh-1	wul	Silimo	248	Latin	0.411	0.111	0.138	0.004	ipa_dense
rosettaproject_wut_swadesh-1	wut	Wutung	178	Latin	0.506	0.185	0.229	0.006	ipa_dense
rosettaproject_wux_swadesh-1	wux	Wulna	149	Latin	0.074	0.012	0.055	0.0	light_ipa
rosettaproject_wyb_swadesh-1	wyb	Wangaaybuwan-Ngiyambaa	235	Latin	0.315	0.067	0.133	0.0	ipa_dense
rosettaproject_wyy_swadesh-1	wyy	Fijian, Western	182	Latin	0.077	0.02	0.134	0.008	light_ipa
rosettaproject_xam_swadesh-1	xam	/Xam	294	Latin	0.401	0.117	0.326	0.0	ipa_dense
rosettaproject_xan_swadesh-1	xan	Xamtanga	94	Latin	0.947	0.297	0.322	0.028	ipa_dense
rosettaproject_xar_swadesh-1	xar	Karami	71	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_xau_swadesh-1	xau	Kauwera	244	Latin	0.0	0.0	0.022	0.0	latin_diacritic
rosettaproject_xeg_swadesh-1	xeg	//Xegwi	376	Latin	0.457	0.124	0.316	0.002	ipa_dense
rosettaproject_xel_swadesh-1	xel	Kelo	299	Latin	0.9	0.332	0.347	0.0	ipa_dense
rosettaproject_xes_swadesh-1	xes	Kesawai	334	Latin	0.278	0.087	0.098	0.0	ipa_dense
rosettaproject_xeu_swadesh-1	xeu	Keoru-Ahia	256	Latin	0.105	0.018	0.057	0.0	light_ipa
rosettaproject_xii_swadesh-1	xii	Xiri	50	Latin	0.02	0.005	0.221	0.0	latin_diacritic
rosettaproject_xla_swadesh-1	xla	Kamula	287	Latin	0.286	0.102	0.214	0.0	ipa_dense
rosettaproject_xmu_swadesh-1	xmu	Kamu	125	Latin	0.536	0.143	0.19	0.0	ipa_dense
rosettaproject_xod_swadesh-1	xod	Kokoda	136	Latin	0.0	0.0	0.001	0.0	plain_ascii
rosettaproject_xom_swadesh-1	xom	Komo	220	Latin	0.441	0.144	0.246	0.065	ipa_dense
rosettaproject_xop_swadesh-1	xop	Kopar	158	Latin	0.43	0.133	0.192	0.002	ipa_dense
rosettaproject_xow_swadesh-1	xow	Kowaki	355	Latin	0.366	0.137	0.173	0.0	ipa_dense
rosettaproject_xrw_swadesh-1	xrw	Karawa	70	Latin	0.171	0.041	0.08	0.0	light_ipa
rosettaproject_xse_swadesh-1	xse	Sempan	160	Latin	0.006	0.001	0.004	0.0	plain_ascii
rosettaproject_xsp_swadesh-1	xsp	Silopi	357	Latin	0.294	0.098	0.113	0.001	ipa_dense
rosettaproject_xtc_swadesh-1	xtc	Katcha-Kadugli-Miri	825	Latin	0.726	0.255	0.436	0.0	ipa_dense
rosettaproject_xte_swadesh-1	xte	Ketengban	155	Latin	0.006	0.001	0.018	0.0	latin_diacritic
rosettaproject_xwg_swadesh-1	xwg	Kwegu	95	Latin	0.758	0.191	0.569	0.052	ipa_dense
rosettaproject_ybm_swadesh-1	ybm	Yaben	370	Latin	0.354	0.1	0.141	0.0	ipa_dense
rosettaproject_ybo_swadesh-1	ybo	Yabong	385	Latin	0.275	0.076	0.12	0.0	ipa_dense
rosettaproject_ybx_swadesh-1	ybx	Yawiyo	83	Latin	0.386	0.075	0.074	0.0	ipa_dense
rosettaproject_yby_swadesh-1	yby	Yaweyuha	274	Latin	0.029	0.005	0.017	0.008	latin_diacritic
rosettaproject_ydd_swadesh-1	ydd	Yiddish, Eastern	209	Hebrew	0.0	0.0	0.996	0.0	native:Hebrew
rosettaproject_ydk_swadesh-1	ydk	Yoidik	370	Latin	0.324	0.112	0.138	0.002	ipa_dense
rosettaproject_yee_swadesh-1	yee	Yimas	331	Latin	0.281	0.076	0.128	0.002	ipa_dense
rosettaproject_yev_swadesh-1	yev	Yapunda	20	Latin	0.4	0.14	0.255	0.0	ipa_dense
rosettaproject_yey_swadesh-1	yey	Yeyi	79	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_ygr_swadesh-1	ygr	Yagaria	206	Latin	0.282	0.054	0.044	0.0	ipa_dense
rosettaproject_ygw_swadesh-1	ygw	Yagwoia	101	Latin	0.0	0.0	0.062	0.0	latin_diacritic
rosettaproject_yii_swadesh-1	yii	Yidiny	247	Latin	0.449	0.108	0.161	0.0	ipa_dense
rosettaproject_yij_swadesh-1	yij	Yindjibarndi	329	Latin	0.383	0.086	0.231	0.0	ipa_dense
rosettaproject_yis_swadesh-1	yis	Yis	72	Latin	0.194	0.043	0.09	0.0	light_ipa
rosettaproject_yki_swadesh-1	yki	Yoke	180	Latin	0.006	0.001	0.02	0.001	latin_diacritic
rosettaproject_ykr_swadesh-1	ykr	Yekora	59	Latin	0.0	0.0	0.037	0.0	latin_diacritic
rosettaproject_yle_swadesh-1	yle	Yele	1131	Latin	0.164	0.062	0.126	0.004	light_ipa
rosettaproject_ylg_swadesh-1	ylg	Yelogu	304	Latin	0.316	0.1	0.198	0.0	ipa_dense
rosettaproject_yli_swadesh-1	yli	Yali, Angguruk	66	Latin	0.348	0.103	0.105	0.0	ipa_dense
rosettaproject_yll_swadesh-1	yll	Yil	71	Latin	0.197	0.067	0.107	0.0	light_ipa
rosettaproject_ymb_swadesh-1	ymb	Yambes	367	Latin	0.294	0.064	0.098	0.016	ipa_dense
rosettaproject_ynl_swadesh-1	ynl	Yangulam	332	Latin	0.271	0.073	0.104	0.0	ipa_dense
rosettaproject_yon_swadesh-1	yon	Yonggom	220	Latin	0.018	0.004	0.027	0.0	latin_diacritic
rosettaproject_yrb_swadesh-1	yrb	Yareba	183	Latin	0.044	0.012	0.019	0.0	latin_diacritic
rosettaproject_yrw_swadesh-1	yrw	Yarawata	357	Latin	0.263	0.057	0.087	0.0	ipa_dense
rosettaproject_yss_swadesh-1	yss	Yessan-Mayo	108	Latin	0.185	0.053	0.104	0.0	light_ipa
rosettaproject_yuj_swadesh-1	yuj	Karkar-Yuri	1018	Latin	0.764	0.218	0.251	0.001	ipa_dense
rosettaproject_yul_swadesh-1	yul	Yulu	54	Latin	0.463	0.168	0.293	0.0	ipa_dense
rosettaproject_yur_swadesh-1	yur	Yurok	183	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_yut_swadesh-1	yut	Yopno	90	Latin	0.311	0.085	0.149	0.0	ipa_dense
rosettaproject_yuw_swadesh-1	yuw	Yau	191	Latin	0.466	0.148	0.178	0.0	ipa_dense
rosettaproject_yva_swadesh-1	yva	Yawa	682	Latin	0.073	0.015	0.023	0.0	light_ipa
rosettaproject_yyu_swadesh-1	yyu	Yau	71	Latin	0.183	0.047	0.078	0.0	light_ipa
rosettaproject_zag_swadesh-1	zag	Zaghawa	25	Latin	0.56	0.212	0.311	0.0	ipa_dense
rosettaproject_zay_swadesh-1	zay	Zaysete	116	Latin	0.397	0.111	0.171	0.043	ipa_dense
rosettaproject_zen_swadesh-1	zen	Zenaga	293	Latin	0.017	0.003	0.09	0.061	americanist
rosettaproject_zgr_swadesh-1	zgr	Magori	55	Latin	0.018	0.004	0.004	0.0	plain_ascii
rosettaproject_zia_swadesh-1	zia	Zia	76	Latin	0.0	0.0	0.032	0.0	latin_diacritic
rosettaproject_zik_swadesh-1	zik	Zimakani	438	Latin	0.331	0.087	0.103	0.0	ipa_dense
rosettaproject_zma_swadesh-1	zma	Manda	146	Latin	0.521	0.14	0.185	0.0	ipa_dense
rosettaproject_zmc_swadesh-1	zmc	Margany	348	Latin	0.204	0.046	0.168	0.0	light_ipa
rosettaproject_zmd_swadesh-1	zmd	Maridan	112	Latin	0.33	0.071	0.137	0.0	ipa_dense
rosettaproject_zme_swadesh-1	zme	Mangerr	248	Latin	0.391	0.072	0.17	0.0	ipa_dense
rosettaproject_zmj_swadesh-1	zmj	Maridjabin	119	Latin	0.319	0.07	0.143	0.0	ipa_dense
rosettaproject_zml_swadesh-1	zml	Madngele	232	Latin	0.591	0.181	0.221	0.0	ipa_dense
rosettaproject_zmm_swadesh-1	zmm	Marimanindji	136	Latin	0.404	0.084	0.141	0.0	ipa_dense
rosettaproject_zmo_swadesh-1	zmo	Molo	186	Latin	0.833	0.248	0.271	0.002	ipa_dense
rosettaproject_zmr_swadesh-1	zmr	Maranunggu	293	Latin	0.444	0.111	0.147	0.0	ipa_dense
rosettaproject_zmt_swadesh-1	zmt	Maringarr	139	Latin	0.309	0.074	0.135	0.0	ipa_dense
rosettaproject_zmu_swadesh-1	zmu	Muruwari	378	Latin	0.339	0.067	0.161	0.0	ipa_dense
rosettaproject_zne_swadesh-1	zne	Zande	528	Latin	0.047	0.011	0.053	0.0	latin_diacritic
rosettaproject_zng_swadesh-1	zng	Mang	93	Latin	0.473	0.188	0.13	0.038	ipa_dense
rosettaproject_zrs_swadesh-1	zrs	Mairasi	346	Latin	0.035	0.006	0.009	0.0	plain_ascii
rosettaproject_zul_swadesh-1	zul	Zulu	131	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_zwa_swadesh-1	zwa	Zay	97	Latin	0.887	0.273	0.298	0.03	ipa_dense
